id,city,val
65,City_5,0.4127809269364983
66,City_6,0.82206015999449
67,City_7,1.8967929826539476
68,City_8,-0.2453881160028705
69,City_9,-0.7537361643574896
70,City_10,-0.8895144296255233
71,City_11,-0.8158102849654383
72,City_12,-0.0771017094141042
73,City_13,0.3411519748166439
74,City_14,0.276690799330019
75,City_15,0.8271832490360238
76,City_16,0.013001891877907
77,City_17,1.4535340771573169
78,City_18,-0.2646568332379561
79,City_19,2.720169166589619
80,City_20,0.6256673477650062
81,City_21,-0.8571575564162826
82,City_22,-1.0708924980611123
83,City_23,0.4824724152431853
84,City_24,-0.2234627853258509
85,City_25,0.714000494092092
86,City_26,0.4732376245735448
87,City_27,-0.0728289126568727
88,City_28,-0.846793718068405
89,City_29,-1.5148472246858646
90,City_30,-0.4465149520670211
91,City_31,0.8563987943234723
92,City_32,0.2140937441302039
93,City_33,-1.245738778711988
94,City_34,0.173180925851182
95,City_35,0.3853173797288368
96,City_36,-0.883857436201133
97,City_37,0.1537251059455279
98,City_38,0.0582087184459998
99,City_39,-1.142970297830623
100,City_40,0.3577873603482833
101,City_41,0.5607845263682344
102,City_42,1.083051243175277
103,City_43,1.053802052034903
104,City_44,-1.377669367957091
105,City_45,-0.9378250399151228
106,City_46,0.5150352672086598
107,City_47,0.5137859509122088
108,City_48,0.5150476863060479
109,City_49,3.852731490654721
110,City_50,0.570890510693167
111,City_51,1.135565640180599
112,City_52,0.9540017634932024
113,City_53,0.651391251305798
114,City_54,-0.3152692446403456
115,City_55,0.7589692204932674
116,City_56,-0.7728252145375718
117,City_57,-0.2368186067400088
118,City_58,-0.4853635478291034
119,City_59,0.0818741393863225
120,City_0,2.3146585666735087
121,City_1,-1.867265192591748
122,City_2,0.6862601903745135
123,City_3,-1.6127158711896517
124,City_4,-0.4719318657894334
125,City_5,1.088950596967366
126,City_6,0.0642800190954627
127,City_7,-1.077744777929306
128,City_8,-0.7153037092599682
129,City_9,0.6795977489346758
130,City_10,-0.7303666317171367
131,City_11,0.2164585895819748
132,City_12,0.0455718399038137
133,City_13,-0.6516003476058171
134,City_14,2.1439440893253257
135,City_15,0.6339190223180112
136,City_16,-2.025142586657607
137,City_17,0.1864543147694276
138,City_18,-0.661786464768388
139,City_19,0.852433334796224
140,City_20,-0.7925207384327007
141,City_21,-0.114736441466899
142,City_22,0.5049872789804571
143,City_23,0.8657551941701215
144,City_24,-1.2002964070557762
145,City_25,-0.3345012358409484
146,City_26,-0.4749453111609562
147,City_27,-0.6533292325737119
148,City_28,1.7654542402810969
149,City_29,0.4049817109609555
150,City_30,-1.2608839543350452
151,City_31,0.917861947054776
152,City_32,2.122156197012633
153,City_33,1.0324652605511468
154,City_34,-1.5193699659540134
155,City_35,-0.4842340728662513
156,City_36,1.2669111491866227
157,City_37,-0.7076694656187807
158,City_38,0.4438194281462284
159,City_39,0.7746340534293368
160,City_40,-0.926930471578083
161,City_41,-0.0595253560618
162,City_42,-3.241267340069073
163,City_43,-1.0243876413342898
164,City_44,-0.2525681513931603
165,City_45,-1.2477831819648495
166,City_46,1.6324113039316352
167,City_47,-1.430141377960633
168,City_48,-0.4400444866969837
169,City_49,0.1307405772860913
170,City_50,1.4412732890661155
171,City_51,-1.4358621511794394
172,City_52,1.1631637521549596
173,City_53,0.010233061019587
174,City_54,-0.9815086510479508
175,City_55,0.4621034742632707
176,City_56,0.19905969557347
177,City_57,-0.6002168771587947
178,City_58,0.0698020849900189
179,City_59,-0.3853135968617602
180,City_0,0.113517345251248
181,City_1,0.6621306745210467
182,City_2,1.586016816145352
183,City_3,-1.237815498826849
184,City_4,2.133033374656266
185,City_5,-1.9520877995225017
186,City_6,-0.1517850950355833
187,City_7,0.5883172064845765
188,City_8,0.2809918677350326
189,City_9,-0.6226995198205938
190,City_10,-0.2081222503572752
191,City_11,-0.4930009346588328
192,City_12,-0.5893647569442115
193,City_13,0.8496020970210246
194,City_14,0.3570154859650473
195,City_15,-0.6929095952606542
196,City_16,0.8995998754332507
197,City_17,0.3072995208766093
198,City_18,0.8128621188389601
199,City_19,0.6296288419236122
