customer_id,age,income,city,department,salary,constant_col,all_null_col,churn
ID_0088,30.0,7447.448890540487,City_8,Engineering,3902.697472367156,999,,0
ID_0089,,8675.287778433474,City_9,Sales,4411.133173261303,999,,0
ID_0090,35.0,88440.18976725834,City_10,Sales,4162.7375689503,999,,0
ID_0091,,55448.2223548484,City_11,Engineering,4392.124739324182,999,,0
ID_0092,35.0,95538.1345578224,City_12,Engineering,4460.877296851021,999,,0
ID_0093,25.0,56871.11210491123,City_13,Sales,4451.731205074923,999,,0
ID_0094,25.0,36368.166639084615,City_14,Sales,5833.333911780307,999,,0
ID_0095,35.0,42468.00842235702,City_15,HR,3895.13720693748,999,,0
ID_0096,,87975.12840798614,City_16,HR,5220.541427013867,999,,0
ID_0097,25.0,34586.54140816142,City_17,Sales,6217.959152305559,999,,0
ID_0098,30.0,40029.45151725624,City_18,HR,4486.803635486604,999,,0
ID_0099,25.0,6806.710934021715,City_19,Sales,4282.081109252398,999,,0
ID_0100,30.0,25692.172232667584,City_20,Sales,4769.475374819749,999,,0
ID_0101,,50407.21203485714,City_21,HR,6179.72520836071,999,,0
ID_0102,30.0,12640.117877199422,City_22,HR,5194.107630953357,999,,0
ID_0103,30.0,9038.610169271706,City_23,Engineering,4468.785705392402,999,,0
ID_0104,30.0,15065.008679011971,City_24,Engineering,5483.876651188039,999,,0
ID_0105,30.0,11056.532325373826,City_25,Engineering,3897.707850163577,999,,0
ID_0106,25.0,9678.411079701998,City_26,Sales,5681.359510442948,999,,0
ID_0107,30.0,22125.03472465745,City_27,HR,5408.607307701767,999,,0
ID_0108,25.0,95368.51827075554,City_28,Sales,4692.191528861116,999,,0
ID_0109,30.0,28294.683982345283,City_29,HR,4161.414201552769,999,,0
ID_0110,35.0,8326.275617770341,City_30,Sales,4113.319077716543,999,,0
ID_0111,,3203.814035537856,City_31,Engineering,5534.81733634591,999,,0
ID_0112,30.0,47649.65379415386,City_32,Engineering,6228.980502489062,999,,0
ID_0113,35.0,19302.40626439308,City_33,Engineering,4362.692252971206,999,,0
ID_0114,30.0,69000.89764486424,City_34,Sales,5458.386703551484,999,,0
ID_0115,30.0,43094.87119427056,City_35,HR,2912.972981397931,999,,0
ID_0116,30.0,63632.78268833292,City_36,HR,4415.3822693428,999,,0
ID_0117,35.0,12695.204474174878,City_37,Engineering,4968.941067129098,999,,0
ID_0118,,47152.86032809661,City_38,Engineering,4090.3165830181674,999,,0
ID_0119,35.0,12264.375285347232,City_39,Engineering,4063.493625210404,999,,0
ID_0120,,111920.18637404215,City_40,Engineering,4332.220443531114,999,,0
ID_0121,30.0,40465.20745295031,City_41,HR,5292.192728326373,999,,0
ID_0122,25.0,15692.78362143438,City_42,Sales,4812.670981593626,999,,0
ID_0123,30.0,12561.691460653929,City_43,Sales,2761.768766675028,999,,0
ID_0124,,8474.624731707827,City_44,Sales,2879.2998473649336,999,,0
ID_0125,35.0,47450.68043029922,City_45,Sales,4393.134822142824,999,,0
ID_0126,30.0,9872.642541500816,City_46,Engineering,5457.686586053552,999,,0
ID_0127,35.0,36184.69188516585,City_47,Engineering,2252.495157274765,999,,0
ID_0128,35.0,12295.53364036396,City_48,Engineering,4500.269823848369,999,,0
ID_0129,35.0,43384.70033646729,City_49,Sales,4473.7521434825785,999,,0
ID_0130,30.0,67482.94861158538,City_50,Engineering,6388.337778208448,999,,0
ID_0131,35.0,60207.66445735537,City_51,Engineering,4614.978188287137,999,,0
ID_0132,35.0,57226.7949650608,City_52,HR,5382.988984740929,999,,0
ID_0133,30.0,8316.52529327734,City_53,HR,5141.257140087463,999,,0
ID_0134,35.0,3701.498760203192,City_54,Engineering,2869.4335201927997,999,,0
ID_0135,30.0,48019.00094628724,City_55,HR,5768.2072166317375,999,,0
ID_0136,,18376.61698879116,City_56,HR,5215.396505456288,999,,0
ID_0137,,22649.74398565142,City_57,Engineering,5508.268639674589,999,,0
ID_0138,,1265.7816584521522,City_58,Engineering,8926.237706436326,999,,0
ID_0139,35.0,12021.315627129898,City_59,Engineering,2915.887060501412,999,,0
ID_0140,25.0,1370.2606091031912,City_60,Engineering,6724.696649761108,999,,0
ID_0141,25.0,84540.04895747158,City_61,Sales,4712.552480599645,999,,0
ID_0142,35.0,11156.647319797825,City_62,Sales,5287.328904403009,999,,0
ID_0143,25.0,32597.876154220157,City_63,Engineering,4954.487754698758,999,,0
ID_0144,30.0,1590.3740672218382,City_64,HR,4575.763666601956,999,,0
ID_0145,25.0,43966.18438458032,City_65,Engineering,4430.1670717612415,999,,0
ID_0146,35.0,15604.975977293216,City_66,Engineering,5329.508735573009,999,,0
ID_0147,35.0,91279.61978643868,City_67,HR,3482.826303328321,999,,0
ID_0148,30.0,87612.48892814966,City_68,Sales,5750.579167521766,999,,0
ID_0149,,15738.929061685438,City_69,Engineering,4583.805595114746,999,,0
ID_0005,30.0,39923.7827089484,City_5,Engineering,5895.3554307626,999,,0
ID_0010,25.0,16451.676574749217,City_10,Engineering,5454.740912141135,999,,0
ID_0015,30.0,90409.6848354852,City_15,Sales,4823.225836884218,999,,0
ID_0020,,62954.74537823697,City_20,Sales,4758.502554129222,999,,0
